priority,module_id,module,slug,epic,story,target_files
P2,8,Vendor SaaS Subscription Audit Portal,vendor-saas-subscription-audit-portal,finance-ops,write deep spec,apps/api/src/routes/vendor-saas-subscription-audit-portal.ts; apps/api/src/validators/vendor-saas-subscription-audit-portal.ts; packages/sdk/src/vendor-saas-subscription-audit-portal.ts; apps/web/app/(portal)/portal/vendor-saas-subscription-audit-portal/page.tsx; supabase/migrations/<timestamp>_vendor_saas_subscription_audit_portal.sql
P2,8,Vendor SaaS Subscription Audit Portal,vendor-saas-subscription-audit-portal,finance-ops,create migration and RLS,apps/api/src/routes/vendor-saas-subscription-audit-portal.ts; apps/api/src/validators/vendor-saas-subscription-audit-portal.ts; packages/sdk/src/vendor-saas-subscription-audit-portal.ts; apps/web/app/(portal)/portal/vendor-saas-subscription-audit-portal/page.tsx; supabase/migrations/<timestamp>_vendor_saas_subscription_audit_portal.sql
P2,8,Vendor SaaS Subscription Audit Portal,vendor-saas-subscription-audit-portal,finance-ops,add validator/service/API route,apps/api/src/routes/vendor-saas-subscription-audit-portal.ts; apps/api/src/validators/vendor-saas-subscription-audit-portal.ts; packages/sdk/src/vendor-saas-subscription-audit-portal.ts; apps/web/app/(portal)/portal/vendor-saas-subscription-audit-portal/page.tsx; supabase/migrations/<timestamp>_vendor_saas_subscription_audit_portal.sql
P2,8,Vendor SaaS Subscription Audit Portal,vendor-saas-subscription-audit-portal,finance-ops,register API route,apps/api/src/routes/vendor-saas-subscription-audit-portal.ts; apps/api/src/validators/vendor-saas-subscription-audit-portal.ts; packages/sdk/src/vendor-saas-subscription-audit-portal.ts; apps/web/app/(portal)/portal/vendor-saas-subscription-audit-portal/page.tsx; supabase/migrations/<timestamp>_vendor_saas_subscription_audit_portal.sql
P2,8,Vendor SaaS Subscription Audit Portal,vendor-saas-subscription-audit-portal,finance-ops,add SDK wrapper,apps/api/src/routes/vendor-saas-subscription-audit-portal.ts; apps/api/src/validators/vendor-saas-subscription-audit-portal.ts; packages/sdk/src/vendor-saas-subscription-audit-portal.ts; apps/web/app/(portal)/portal/vendor-saas-subscription-audit-portal/page.tsx; supabase/migrations/<timestamp>_vendor_saas_subscription_audit_portal.sql
P2,8,Vendor SaaS Subscription Audit Portal,vendor-saas-subscription-audit-portal,finance-ops,add portal UI,apps/api/src/routes/vendor-saas-subscription-audit-portal.ts; apps/api/src/validators/vendor-saas-subscription-audit-portal.ts; packages/sdk/src/vendor-saas-subscription-audit-portal.ts; apps/web/app/(portal)/portal/vendor-saas-subscription-audit-portal/page.tsx; supabase/migrations/<timestamp>_vendor_saas_subscription_audit_portal.sql
P2,8,Vendor SaaS Subscription Audit Portal,vendor-saas-subscription-audit-portal,finance-ops,add worker task if needed,apps/api/src/routes/vendor-saas-subscription-audit-portal.ts; apps/api/src/validators/vendor-saas-subscription-audit-portal.ts; packages/sdk/src/vendor-saas-subscription-audit-portal.ts; apps/web/app/(portal)/portal/vendor-saas-subscription-audit-portal/page.tsx; supabase/migrations/<timestamp>_vendor_saas_subscription_audit_portal.sql
P2,8,Vendor SaaS Subscription Audit Portal,vendor-saas-subscription-audit-portal,finance-ops,add tests/E2E,apps/api/src/routes/vendor-saas-subscription-audit-portal.ts; apps/api/src/validators/vendor-saas-subscription-audit-portal.ts; packages/sdk/src/vendor-saas-subscription-audit-portal.ts; apps/web/app/(portal)/portal/vendor-saas-subscription-audit-portal/page.tsx; supabase/migrations/<timestamp>_vendor_saas_subscription_audit_portal.sql
P2,8,Vendor SaaS Subscription Audit Portal,vendor-saas-subscription-audit-portal,finance-ops,add docs/runbook,apps/api/src/routes/vendor-saas-subscription-audit-portal.ts; apps/api/src/validators/vendor-saas-subscription-audit-portal.ts; packages/sdk/src/vendor-saas-subscription-audit-portal.ts; apps/web/app/(portal)/portal/vendor-saas-subscription-audit-portal/page.tsx; supabase/migrations/<timestamp>_vendor_saas_subscription_audit_portal.sql
P2,8,Vendor SaaS Subscription Audit Portal,vendor-saas-subscription-audit-portal,finance-ops,run audit prompt and remediate,apps/api/src/routes/vendor-saas-subscription-audit-portal.ts; apps/api/src/validators/vendor-saas-subscription-audit-portal.ts; packages/sdk/src/vendor-saas-subscription-audit-portal.ts; apps/web/app/(portal)/portal/vendor-saas-subscription-audit-portal/page.tsx; supabase/migrations/<timestamp>_vendor_saas_subscription_audit_portal.sql
P2,9,Client Asset Warranty Tracker,client-asset-warranty-tracker,asset-management,write deep spec,apps/api/src/routes/client-asset-warranty-tracker.ts; apps/api/src/validators/client-asset-warranty-tracker.ts; packages/sdk/src/client-asset-warranty-tracker.ts; apps/web/app/(portal)/portal/client-asset-warranty-tracker/page.tsx; supabase/migrations/<timestamp>_client_asset_warranty_tracker.sql
P2,9,Client Asset Warranty Tracker,client-asset-warranty-tracker,asset-management,create migration and RLS,apps/api/src/routes/client-asset-warranty-tracker.ts; apps/api/src/validators/client-asset-warranty-tracker.ts; packages/sdk/src/client-asset-warranty-tracker.ts; apps/web/app/(portal)/portal/client-asset-warranty-tracker/page.tsx; supabase/migrations/<timestamp>_client_asset_warranty_tracker.sql
P2,9,Client Asset Warranty Tracker,client-asset-warranty-tracker,asset-management,add validator/service/API route,apps/api/src/routes/client-asset-warranty-tracker.ts; apps/api/src/validators/client-asset-warranty-tracker.ts; packages/sdk/src/client-asset-warranty-tracker.ts; apps/web/app/(portal)/portal/client-asset-warranty-tracker/page.tsx; supabase/migrations/<timestamp>_client_asset_warranty_tracker.sql
P2,9,Client Asset Warranty Tracker,client-asset-warranty-tracker,asset-management,register API route,apps/api/src/routes/client-asset-warranty-tracker.ts; apps/api/src/validators/client-asset-warranty-tracker.ts; packages/sdk/src/client-asset-warranty-tracker.ts; apps/web/app/(portal)/portal/client-asset-warranty-tracker/page.tsx; supabase/migrations/<timestamp>_client_asset_warranty_tracker.sql
P2,9,Client Asset Warranty Tracker,client-asset-warranty-tracker,asset-management,add SDK wrapper,apps/api/src/routes/client-asset-warranty-tracker.ts; apps/api/src/validators/client-asset-warranty-tracker.ts; packages/sdk/src/client-asset-warranty-tracker.ts; apps/web/app/(portal)/portal/client-asset-warranty-tracker/page.tsx; supabase/migrations/<timestamp>_client_asset_warranty_tracker.sql
P2,9,Client Asset Warranty Tracker,client-asset-warranty-tracker,asset-management,add portal UI,apps/api/src/routes/client-asset-warranty-tracker.ts; apps/api/src/validators/client-asset-warranty-tracker.ts; packages/sdk/src/client-asset-warranty-tracker.ts; apps/web/app/(portal)/portal/client-asset-warranty-tracker/page.tsx; supabase/migrations/<timestamp>_client_asset_warranty_tracker.sql
P2,9,Client Asset Warranty Tracker,client-asset-warranty-tracker,asset-management,add worker task if needed,apps/api/src/routes/client-asset-warranty-tracker.ts; apps/api/src/validators/client-asset-warranty-tracker.ts; packages/sdk/src/client-asset-warranty-tracker.ts; apps/web/app/(portal)/portal/client-asset-warranty-tracker/page.tsx; supabase/migrations/<timestamp>_client_asset_warranty_tracker.sql
P2,9,Client Asset Warranty Tracker,client-asset-warranty-tracker,asset-management,add tests/E2E,apps/api/src/routes/client-asset-warranty-tracker.ts; apps/api/src/validators/client-asset-warranty-tracker.ts; packages/sdk/src/client-asset-warranty-tracker.ts; apps/web/app/(portal)/portal/client-asset-warranty-tracker/page.tsx; supabase/migrations/<timestamp>_client_asset_warranty_tracker.sql
P2,9,Client Asset Warranty Tracker,client-asset-warranty-tracker,asset-management,add docs/runbook,apps/api/src/routes/client-asset-warranty-tracker.ts; apps/api/src/validators/client-asset-warranty-tracker.ts; packages/sdk/src/client-asset-warranty-tracker.ts; apps/web/app/(portal)/portal/client-asset-warranty-tracker/page.tsx; supabase/migrations/<timestamp>_client_asset_warranty_tracker.sql
P2,9,Client Asset Warranty Tracker,client-asset-warranty-tracker,asset-management,run audit prompt and remediate,apps/api/src/routes/client-asset-warranty-tracker.ts; apps/api/src/validators/client-asset-warranty-tracker.ts; packages/sdk/src/client-asset-warranty-tracker.ts; apps/web/app/(portal)/portal/client-asset-warranty-tracker/page.tsx; supabase/migrations/<timestamp>_client_asset_warranty_tracker.sql
P1,10,MSP Proposal Builder Pricing Engine,msp-proposal-builder-pricing-engine,sales,write deep spec,apps/api/src/routes/msp-proposal-builder-pricing-engine.ts; apps/api/src/validators/msp-proposal-builder-pricing-engine.ts; packages/sdk/src/msp-proposal-builder-pricing-engine.ts; apps/web/app/(portal)/portal/msp-proposal-builder-pricing-engine/page.tsx; supabase/migrations/<timestamp>_msp_proposal_builder_pricing_engine.sql
P1,10,MSP Proposal Builder Pricing Engine,msp-proposal-builder-pricing-engine,sales,create migration and RLS,apps/api/src/routes/msp-proposal-builder-pricing-engine.ts; apps/api/src/validators/msp-proposal-builder-pricing-engine.ts; packages/sdk/src/msp-proposal-builder-pricing-engine.ts; apps/web/app/(portal)/portal/msp-proposal-builder-pricing-engine/page.tsx; supabase/migrations/<timestamp>_msp_proposal_builder_pricing_engine.sql
P1,10,MSP Proposal Builder Pricing Engine,msp-proposal-builder-pricing-engine,sales,add validator/service/API route,apps/api/src/routes/msp-proposal-builder-pricing-engine.ts; apps/api/src/validators/msp-proposal-builder-pricing-engine.ts; packages/sdk/src/msp-proposal-builder-pricing-engine.ts; apps/web/app/(portal)/portal/msp-proposal-builder-pricing-engine/page.tsx; supabase/migrations/<timestamp>_msp_proposal_builder_pricing_engine.sql
P1,10,MSP Proposal Builder Pricing Engine,msp-proposal-builder-pricing-engine,sales,register API route,apps/api/src/routes/msp-proposal-builder-pricing-engine.ts; apps/api/src/validators/msp-proposal-builder-pricing-engine.ts; packages/sdk/src/msp-proposal-builder-pricing-engine.ts; apps/web/app/(portal)/portal/msp-proposal-builder-pricing-engine/page.tsx; supabase/migrations/<timestamp>_msp_proposal_builder_pricing_engine.sql
P1,10,MSP Proposal Builder Pricing Engine,msp-proposal-builder-pricing-engine,sales,add SDK wrapper,apps/api/src/routes/msp-proposal-builder-pricing-engine.ts; apps/api/src/validators/msp-proposal-builder-pricing-engine.ts; packages/sdk/src/msp-proposal-builder-pricing-engine.ts; apps/web/app/(portal)/portal/msp-proposal-builder-pricing-engine/page.tsx; supabase/migrations/<timestamp>_msp_proposal_builder_pricing_engine.sql
P1,10,MSP Proposal Builder Pricing Engine,msp-proposal-builder-pricing-engine,sales,add portal UI,apps/api/src/routes/msp-proposal-builder-pricing-engine.ts; apps/api/src/validators/msp-proposal-builder-pricing-engine.ts; packages/sdk/src/msp-proposal-builder-pricing-engine.ts; apps/web/app/(portal)/portal/msp-proposal-builder-pricing-engine/page.tsx; supabase/migrations/<timestamp>_msp_proposal_builder_pricing_engine.sql
P1,10,MSP Proposal Builder Pricing Engine,msp-proposal-builder-pricing-engine,sales,add worker task if needed,apps/api/src/routes/msp-proposal-builder-pricing-engine.ts; apps/api/src/validators/msp-proposal-builder-pricing-engine.ts; packages/sdk/src/msp-proposal-builder-pricing-engine.ts; apps/web/app/(portal)/portal/msp-proposal-builder-pricing-engine/page.tsx; supabase/migrations/<timestamp>_msp_proposal_builder_pricing_engine.sql
P1,10,MSP Proposal Builder Pricing Engine,msp-proposal-builder-pricing-engine,sales,add tests/E2E,apps/api/src/routes/msp-proposal-builder-pricing-engine.ts; apps/api/src/validators/msp-proposal-builder-pricing-engine.ts; packages/sdk/src/msp-proposal-builder-pricing-engine.ts; apps/web/app/(portal)/portal/msp-proposal-builder-pricing-engine/page.tsx; supabase/migrations/<timestamp>_msp_proposal_builder_pricing_engine.sql
P1,10,MSP Proposal Builder Pricing Engine,msp-proposal-builder-pricing-engine,sales,add docs/runbook,apps/api/src/routes/msp-proposal-builder-pricing-engine.ts; apps/api/src/validators/msp-proposal-builder-pricing-engine.ts; packages/sdk/src/msp-proposal-builder-pricing-engine.ts; apps/web/app/(portal)/portal/msp-proposal-builder-pricing-engine/page.tsx; supabase/migrations/<timestamp>_msp_proposal_builder_pricing_engine.sql
P1,10,MSP Proposal Builder Pricing Engine,msp-proposal-builder-pricing-engine,sales,run audit prompt and remediate,apps/api/src/routes/msp-proposal-builder-pricing-engine.ts; apps/api/src/validators/msp-proposal-builder-pricing-engine.ts; packages/sdk/src/msp-proposal-builder-pricing-engine.ts; apps/web/app/(portal)/portal/msp-proposal-builder-pricing-engine/page.tsx; supabase/migrations/<timestamp>_msp_proposal_builder_pricing_engine.sql
P1,11,QBR Executive Report Generator,qbr-executive-report-generator,client-success,write deep spec,apps/api/src/routes/qbr-executive-report-generator.ts; apps/api/src/validators/qbr-executive-report-generator.ts; packages/sdk/src/qbr-executive-report-generator.ts; apps/web/app/(portal)/portal/qbr-executive-report-generator/page.tsx; supabase/migrations/<timestamp>_qbr_executive_report_generator.sql
P1,11,QBR Executive Report Generator,qbr-executive-report-generator,client-success,create migration and RLS,apps/api/src/routes/qbr-executive-report-generator.ts; apps/api/src/validators/qbr-executive-report-generator.ts; packages/sdk/src/qbr-executive-report-generator.ts; apps/web/app/(portal)/portal/qbr-executive-report-generator/page.tsx; supabase/migrations/<timestamp>_qbr_executive_report_generator.sql
P1,11,QBR Executive Report Generator,qbr-executive-report-generator,client-success,add validator/service/API route,apps/api/src/routes/qbr-executive-report-generator.ts; apps/api/src/validators/qbr-executive-report-generator.ts; packages/sdk/src/qbr-executive-report-generator.ts; apps/web/app/(portal)/portal/qbr-executive-report-generator/page.tsx; supabase/migrations/<timestamp>_qbr_executive_report_generator.sql
P1,11,QBR Executive Report Generator,qbr-executive-report-generator,client-success,register API route,apps/api/src/routes/qbr-executive-report-generator.ts; apps/api/src/validators/qbr-executive-report-generator.ts; packages/sdk/src/qbr-executive-report-generator.ts; apps/web/app/(portal)/portal/qbr-executive-report-generator/page.tsx; supabase/migrations/<timestamp>_qbr_executive_report_generator.sql
P1,11,QBR Executive Report Generator,qbr-executive-report-generator,client-success,add SDK wrapper,apps/api/src/routes/qbr-executive-report-generator.ts; apps/api/src/validators/qbr-executive-report-generator.ts; packages/sdk/src/qbr-executive-report-generator.ts; apps/web/app/(portal)/portal/qbr-executive-report-generator/page.tsx; supabase/migrations/<timestamp>_qbr_executive_report_generator.sql
